segment_id,segment_name,district,time_period,is_weekend,risk_score,risk_band,confidence_score,confidence_level,data_quality_score,mapping_confidence,synthetic_data_ratio,shap_evidence_score,data_quality_note,confidence_note
1012,Kalkaji to Okhla Industrial Area,South East,Late Night,1,50.83,High,26.35,Low,0.0,50.0,1.0,44.24,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Morning,0,12.0,Low,25.9,Low,0.0,50.0,1.0,42.0,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Morning,1,17.0,Low,25.9,Low,0.0,50.0,1.0,42.02,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Day,0,8.09,Low,26.02,Low,0.0,50.0,1.0,42.58,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Day,1,13.01,Low,26.03,Low,0.0,50.0,1.0,42.67,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Evening,0,20.06,Low,25.5,Low,0.0,50.0,1.0,39.98,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Evening,1,24.96,Low,25.52,Low,0.0,50.0,1.0,40.09,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Night,0,31.94,Moderate,26.7,Low,0.0,50.0,1.0,45.98,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Night,1,37.02,Moderate,26.7,Low,0.0,50.0,1.0,46.01,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Late Night,0,39.98,Moderate,27.76,Low,0.0,50.0,1.0,51.32,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1013,AIIMS to RML Hospital (Sri Aurobindo Marg),South West,Late Night,1,44.98,High,27.6,Low,0.0,50.0,1.0,50.52,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Morning,0,72.1,High,36.01,Low,0.0,50.0,1.0,92.57,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Morning,1,76.92,High,35.98,Low,0.0,50.0,1.0,92.39,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Day,0,68.05,High,36.17,Low,0.0,50.0,1.0,93.34,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Day,1,72.96,High,36.15,Low,0.0,50.0,1.0,93.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Evening,0,79.87,High,35.8,Low,0.0,50.0,1.0,91.52,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Evening,1,85.02,High,35.81,Low,0.0,50.0,1.0,91.57,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Night,0,92.38,High,37.0,Low,0.0,50.0,1.0,97.49,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Night,1,96.82,High,36.91,Low,0.0,50.0,1.0,97.03,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Late Night,0,99.67,High,37.49,Low,0.0,50.0,1.0,99.95,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1014,RML to Connaught Place,New Delhi,Late Night,1,100.0,High,37.0,Low,0.0,50.0,1.0,97.51,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Morning,0,21.47,Low,24.08,Low,0.0,50.0,1.0,32.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Morning,1,26.59,Moderate,23.99,Low,0.0,50.0,1.0,32.46,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Day,0,17.87,Low,24.83,Low,0.0,50.0,1.0,36.67,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Day,1,22.91,Low,24.76,Low,0.0,50.0,1.0,36.28,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Evening,0,29.57,Moderate,23.48,Low,0.0,50.0,1.0,29.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Evening,1,34.71,Moderate,23.5,Low,0.0,50.0,1.0,29.99,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Night,0,40.93,High,24.52,Low,0.0,50.0,1.0,35.09,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Night,1,46.63,High,24.44,Low,0.0,50.0,1.0,34.72,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Late Night,0,50.91,High,26.59,Low,0.0,50.0,1.0,45.43,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1015,Connaught Place to Karol Bagh,Central,Late Night,1,54.73,High,26.28,Low,0.0,50.0,1.0,43.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Morning,0,16.91,Low,24.49,Low,0.0,50.0,1.0,34.93,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Morning,1,22.04,Low,24.39,Low,0.0,50.0,1.0,34.44,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Day,0,12.96,Low,25.28,Low,0.0,50.0,1.0,38.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Day,1,17.96,Low,25.24,Low,0.0,50.0,1.0,38.7,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Evening,0,25.09,Moderate,23.91,Low,0.0,50.0,1.0,32.04,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Evening,1,29.98,Moderate,23.9,Low,0.0,50.0,1.0,32.0,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Night,0,36.96,Moderate,24.92,Low,0.0,50.0,1.0,37.09,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Night,1,42.01,High,24.88,Low,0.0,50.0,1.0,36.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Late Night,0,45.09,High,26.94,Low,0.0,50.0,1.0,47.2,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1016,Karol Bagh to Rajouri Garden,West,Late Night,1,50.08,High,26.73,Low,0.0,50.0,1.0,46.17,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Morning,0,16.88,Low,24.49,Low,0.0,50.0,1.0,34.95,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Morning,1,22.03,Low,24.39,Low,0.0,50.0,1.0,34.46,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Day,0,12.95,Low,25.29,Low,0.0,50.0,1.0,38.95,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Day,1,17.98,Low,25.25,Low,0.0,50.0,1.0,38.76,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Evening,0,25.08,Moderate,23.91,Low,0.0,50.0,1.0,32.05,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Evening,1,29.98,Moderate,23.9,Low,0.0,50.0,1.0,32.0,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Night,0,37.01,Moderate,24.89,Low,0.0,50.0,1.0,36.95,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Night,1,41.97,High,24.87,Low,0.0,50.0,1.0,36.83,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Late Night,0,45.01,High,26.93,Low,0.0,50.0,1.0,47.16,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1017,Rajouri Garden to Janakpuri,West,Late Night,1,50.11,High,26.74,Low,0.0,50.0,1.0,46.19,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Morning,0,11.99,Low,25.9,Low,0.0,50.0,1.0,42.01,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Morning,1,16.98,Low,25.91,Low,0.0,50.0,1.0,42.04,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Day,0,8.08,Low,26.01,Low,0.0,50.0,1.0,42.55,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Day,1,13.0,Low,26.03,Low,0.0,50.0,1.0,42.65,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Evening,0,20.05,Low,25.5,Low,0.0,50.0,1.0,40.0,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Evening,1,24.96,Low,25.52,Low,0.0,50.0,1.0,40.1,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Night,0,32.03,Moderate,26.67,Low,0.0,50.0,1.0,45.85,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Night,1,37.01,Moderate,26.69,Low,0.0,50.0,1.0,45.94,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Late Night,0,39.97,Moderate,27.77,Low,0.0,50.0,1.0,51.36,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1018,Janakpuri to Dwarka Sec 23,South West,Late Night,1,44.99,High,27.61,Low,0.0,50.0,1.0,50.57,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Morning,0,21.45,Low,24.08,Low,0.0,50.0,1.0,32.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Morning,1,26.55,Moderate,23.99,Low,0.0,50.0,1.0,32.46,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Day,0,17.86,Low,24.84,Low,0.0,50.0,1.0,36.68,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Day,1,22.89,Low,24.76,Low,0.0,50.0,1.0,36.29,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Evening,0,29.64,Moderate,23.48,Low,0.0,50.0,1.0,29.9,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Evening,1,34.78,Moderate,23.5,Low,0.0,50.0,1.0,29.98,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Night,0,40.94,High,24.52,Low,0.0,50.0,1.0,35.1,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Night,1,46.64,High,24.45,Low,0.0,50.0,1.0,34.73,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Late Night,0,50.89,High,26.59,Low,0.0,50.0,1.0,45.43,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1019,CP to Daryaganj,Central,Late Night,1,54.7,High,26.28,Low,0.0,50.0,1.0,43.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Morning,0,21.45,Low,24.08,Low,0.0,50.0,1.0,32.92,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Morning,1,26.59,Moderate,24.0,Low,0.0,50.0,1.0,32.48,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Day,0,17.84,Low,24.83,Low,0.0,50.0,1.0,36.66,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Day,1,22.94,Low,24.75,Low,0.0,50.0,1.0,36.27,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Evening,0,29.6,Moderate,23.48,Low,0.0,50.0,1.0,29.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Evening,1,34.77,Moderate,23.5,Low,0.0,50.0,1.0,29.98,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Night,0,40.96,High,24.51,Low,0.0,50.0,1.0,35.06,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Night,1,46.57,High,24.44,Low,0.0,50.0,1.0,34.68,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Late Night,0,50.82,High,26.59,Low,0.0,50.0,1.0,45.46,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1020,Daryaganj to Kashmere Gate,North,Late Night,1,54.74,High,26.28,Low,0.0,50.0,1.0,43.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Morning,0,21.42,Low,24.09,Low,0.0,50.0,1.0,32.93,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Morning,1,26.53,Moderate,24.0,Low,0.0,50.0,1.0,32.49,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Day,0,17.84,Low,24.83,Low,0.0,50.0,1.0,36.66,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Day,1,22.89,Low,24.75,Low,0.0,50.0,1.0,36.27,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Evening,0,29.62,Moderate,23.48,Low,0.0,50.0,1.0,29.9,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Evening,1,34.76,Moderate,23.5,Low,0.0,50.0,1.0,29.98,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Night,0,40.87,High,24.5,Low,0.0,50.0,1.0,34.99,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Night,1,46.46,High,24.44,Low,0.0,50.0,1.0,34.68,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Late Night,0,50.8,High,26.59,Low,0.0,50.0,1.0,45.44,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1021,Kashmere Gate to Civil Lines,North,Late Night,1,54.74,High,26.28,Low,0.0,50.0,1.0,43.9,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Morning,0,21.81,Low,24.08,Low,0.0,50.0,1.0,32.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Morning,1,26.92,Moderate,23.98,Low,0.0,50.0,1.0,32.38,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Day,0,18.17,Low,24.83,Low,0.0,50.0,1.0,36.67,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Day,1,23.24,Low,24.74,Low,0.0,50.0,1.0,36.21,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Evening,0,29.5,Moderate,23.47,Low,0.0,50.0,1.0,29.87,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Evening,1,34.63,Moderate,23.47,Low,0.0,50.0,1.0,29.87,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Night,0,40.93,High,24.51,Low,0.0,50.0,1.0,35.06,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Night,1,46.55,High,24.44,Low,0.0,50.0,1.0,34.69,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Late Night,0,50.7,High,26.57,Low,0.0,50.0,1.0,45.36,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1022,Civil Lines to Model Town,North,Late Night,1,54.65,High,26.27,Low,0.0,50.0,1.0,43.86,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Morning,0,18.57,Low,24.16,Low,0.0,50.0,1.0,33.32,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Morning,1,23.61,Low,24.06,Low,0.0,50.0,1.0,32.81,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Day,0,14.59,Low,24.95,Low,0.0,50.0,1.0,37.23,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Day,1,19.6,Low,24.87,Low,0.0,50.0,1.0,36.86,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Evening,0,26.66,Moderate,23.62,Low,0.0,50.0,1.0,30.62,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Evening,1,31.54,Moderate,23.6,Low,0.0,50.0,1.0,30.48,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Night,0,38.57,Moderate,24.59,Low,0.0,50.0,1.0,35.44,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Night,1,43.67,High,24.52,Low,0.0,50.0,1.0,35.1,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Late Night,0,46.68,High,26.59,Low,0.0,50.0,1.0,45.43,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1023,Model Town to Shalimar Bagh,North West,Late Night,1,51.47,High,26.36,Low,0.0,50.0,1.0,44.31,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Morning,0,18.53,Low,24.16,Low,0.0,50.0,1.0,33.32,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Morning,1,23.63,Low,24.06,Low,0.0,50.0,1.0,32.81,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Day,0,14.57,Low,24.95,Low,0.0,50.0,1.0,37.23,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Day,1,19.6,Low,24.87,Low,0.0,50.0,1.0,36.86,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Evening,0,26.67,Moderate,23.61,Low,0.0,50.0,1.0,30.54,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Evening,1,31.57,Moderate,23.59,Low,0.0,50.0,1.0,30.47,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Night,0,38.58,Moderate,24.59,Low,0.0,50.0,1.0,35.44,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Night,1,43.67,High,24.52,Low,0.0,50.0,1.0,35.1,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Late Night,0,46.68,High,26.58,Low,0.0,50.0,1.0,45.41,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1024,Shalimar Bagh to Rohini Sec 18,North West,Late Night,1,51.46,High,26.36,Low,0.0,50.0,1.0,44.3,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
